"","Title","Location","Plaque.text.Description","Agriculture","Archaeology","Artsculture","Blackheritage","Buildingsstructures","Communities","Disasters","Education","Environment","Exploration","FirstNations","Franco","Furtrade","Industry","Organizations","People","Politics","Religion","Scientific","Sports","Transportation","Warconflict","Womenhist","Region","County.District","Municipality","Latitude","Longitude"
"1108","The Flying Frenchmen - Jean-Baptiste ""Jack"" Laviolette","Quinte Sports & Wellness Centre, Belleville","Professional hockey was in its infancy in the autumn of 1909 when the promoters behind the National Hockey Association, forerunner of the National Hockey League, created the Montreal Canadiens team to attract French-Canadian spectators.
Belleville-born Jean-Baptiste ""Jack"" Laviolette was hired as the playing-manager and captain. Laviolette signed Cornwall's Édouard ""Newsy"" Lalonde to play forward and recruited his friend Didier ""Cannonball"" Pitre from the Renfrew Creamery Kings ('Renfrew Millionaires') as a defenceman. This trio of francophone players formed the nucleus of the roster for several seasons and led the Canadiens to their first Stanley Cup championship in 1916. They played with such speed and finesse that sportswriters began calling them ""The Flying Frenchmen,"" establishing the Canadiens' trademark playing style for generations. Laviolette retired in 1918, the Canadiens traded Lalonde to the Saskatoon Crescents in 1922 and Pitre retired in 1923. All three were later inducted into the Hockey Hall of Fame for their part in establishing a legendary hockey franchise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"Eastern Ontario","County of Hastings","City of Belleville",44.187503,-77.383048
"1109","The Honourable George Alexander Drew, C.C.
1894-1973","Near the intersection of Yorkshire Street North and Oxford Street, on the grounds of the Guelph Collegiate and Vocational Institute, Guelph.","George Alexander Drew, Premier of Ontario from 1943-1948, was born in Guelph, Ontario in 1894. Educated at Upper Canada College, the University of Toronto and Osgoode Hall, Drew served in the First World War as an artillery lieutenant. He practised law in Guelph, entered municipal politics there in 1922 and became mayor in 1925. Drew was the first chair of the Ontario Securities Commission (1931-1934). Chosen as leader of the Ontario Conservative Party in 1938, he became premier in 1943 with a sweeping and progressive social and economic platform that laid the foundation for a 42-year-long political dynasty. Drew resigned in 1948 to lead the federal Progressive Conservatives, but was defeated in the next two general elections and left politics in 1956. He was appointed Canadian High Commissioner to the United Kingdom (1957-1964), Chancellor of the new University of Guelph (1965-1971) and was made a Companion of the Order of Canada in 1967.
George Drew died in Toronto in 1973.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Southwestern Ontario","County of Wellington","City of Guelph",NA,NA
"1110","The Niagara Parks Commission","At Table Rock Point, overlooking Niagara Falls.","In 1885, the Province of Ontario established The Niagara Parks Commission as part of an international effort to preserve the natural scenery around Niagara Falls. Originally, the Commission included Colonel Casimir Gzowski, Chairman, John W. Langmuir and J. Grant Macdonald, and was responsible for making the park self-financing while keeping admission free to the public. The Commissioners acquired parkland along the river to create Queen Victoria Niagara Falls Park, which opened on May 24, 1888. Beginning with a 62.2- hectare park, the Commission has grown to administer a world famous, 1720-hectare park along the full length of the Niagara River, nationally and provincially significant historic sites, botanical gardens, a horticultural school and recreation areas, while remaining financially self-sufficient.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Niagara Falls and Region","Regional Municipality of Niagara","City of Niagara Falls",NA,NA
"1111","Theodore Pringle Loblaw 1872-1933","Stevenson Farms, 5923 King Street North (County Road 15), near Alliston","T.P. Loblaw was born in Elmgrove, Ontario to William James Loblaw and Isabella Stevenson. Orphaned in his teens, he was raised by his Scottish-born grandparents, William and Elizabeth Stevenson, who lived in the farmhouse on this property. At age 17 he moved to Toronto with twenty dollars and a dream. In 1897, Loblaw married Isabella Adam and in 1900 purchased his first grocery store on College Street with partner J. Milton Cork. Loblaw pioneered the concept of self-service grocery stores that provided all types of food products under one roof and opened the first Loblaw Groceteria in 1919. His innovative merchandising methods fundamentally changed the way that people shopped for food in Canada. He donated generously to the Toronto Western Hospital, the Toronto Kiwanis Club and Alliston's Stevenson Memorial Hospital. Loblaw is buried at the Alliston Union Cemetery. He was inducted into the Canadian Business Hall of Fame in 1999.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Central Ontario","County of Simcoe","Town of New Tecumseth",44.1941628,-79.8894711
"1112","Thomas ""Carbide"" Willson 1860-1915","On the grounds of his former home, 210 Vansittart Avenue, Woodstock","This house was built in 1895 by Thomas Leopold Willson, an electrical engineer who discovered the first commercial process for the production of calcium carbide, a chemical compound used in the manufacture of acetylene gas. He was born at Princeton, Ontario, and educated in Hamilton, where he performed his early experiments. The discovery which earned him his nickname was made at Spray, North Carolina in 1892. In 1896 he established a carbide works at Merritton, Ontario.
After establishing a similar plant at Shawinigan, Quebec, he settled in Ottawa in 1901. His varied scientific achievements were recognized in 1909 by the University of Toronto, which awarded him the first McCharles Prize.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Southwestern Ontario","County of Oxford","City of Woodstock",43.1368,-80.7634
"1113","Thomas and Frances Stewart","On the grounds of Thomas A. Stewart Secondary School, Armour Road, Peterborough","In 1822, the Stewart family emigrated from County Antrim, Ireland, to Upper Canada and the following year they began to farm this land on the Otonabee River. Thomas A. Stewart (1786- 1847) served as justice of the peace and member of the Legislative Council and through his public service he played a significant role in Peterborough's early development. His wife Frances (1794-1872) wrote a series of detailed and highly descriptive letters concerning the life and early growth of the Peterborough region. These were published in 1889 under the title of ""Our Forest Home"". Invaluable as a historical record,
they provide a vivid account of a pioneer community in the early 1880s.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Central Ontario","County of Peterborough","City of Peterborough",44.3305,-78.3098
"1114","Thomas Baker McQuesten 1882-1948","York Boulevard, at the layby a short distance from the Thomas B. McQuesten Level Bridge, Hamilton","An influential proponent of landscape improvement programs, McQuesten was raised here and educated at the University of Toronto and Osgoode Hall. He joined a Hamilton law practice in 1909 and, eleven years later, was appointed to the city's Board of Parks Management. In this capacity and as Minister of Highways (1934-43) and Chairman of the Niagara Parks Commission (1934-44), McQuesten devoted himself to the development of parks and scenic parkways. He effectively combined attention to esthetics with engineering requirements in the design of bridges and roads, including the Queen Elizabeth Way, that were constructed under his charge.
McQuesten also actively promoted numerous beautification projects, the park lands along the Niagara River and the Royal Botanical Gardens nearby, remaining today as the greatest legacies of his efforts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Southwestern Ontario","City of Hamilton (District)","City of Hamilton",NA,NA
"1115","Thomas Curtis Clarke 1827-1901","At Lent's Lane behind the Chamber of Commerce, Port Hope","""The world of today differs from that of Napoleon Bonaparte more than his world differed from that of Julius Caesar; and this change has chiefly been made by engineering."" These were the words of civil engineer Thomas Clarke, a New Englander who came to Port Hope in 1853 to work for the local railway. He married and raised a family here and, in the 1860s, was a partner in a Port Hope firm that constructed the East and West Blocks of the Parliament Buildings in Ottawa. Clarke then moved to the United States where he pioneered the modern iron viaduct and built massive railway bridges that brought him international acclaim. Clarke is buried in St John's Cemetery, Port Hope.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Central Ontario","County of Northumberland","Municipality of Port Hope",NA,NA
"1116","Thomas James and the Search for the Northwest Passage","On River Road, between First and Cotter streets, Moosonee","In May 1631, Thomas James set sail from Bristol in search of a northwest passage to the Orient. After an arduous journey through Hudson Strait and across Hudson Bay, he proceeded southeast, exploring the bay that now bears his name.
Convinced that no northwest passage existed there and alarmed by the rapid weather change, James anchored off Charlton Island, sank his ship to prevent its being smashed by ice and prepared for the first deliberate wintering of Europeans in the Canadian north. Miraculously, he and most of his crew survived and were able to refloat the ship in the spring. Soon after reaching Bristol in October 1632, James published such a vivid account of his harrowing adventures that further exploration was discouraged for almost a century.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Northern Ontario","District of Cochrane","Town of Moosonee",NA,NA
"1117","Thomas McKay 1792-
1855","In the park at the corner of Sussex Drive and John Street near the site of his former New Edinburgh industrial complex, Ottawa","Born in Scotland, McKay emigrated to Canada about 1817 and worked as a mason in Montreal until 1826, when he began building the entrance locks of the Rideau Canal and the first bridge across the Ottawa River joining present-day Ottawa and Hull. In 1829, McKay acquired land where the Rideau River met the Ottawa. Here he laid out the village of New Edinburgh, and established an industrial complex that, by 1848, included two sawmills, a grist-mill, woollen factory and distillery. In 1838, McKay built his residence, Rideau Hall, a two-storey stone structure used after 1865 to house Canada's governors- general. Active in municipal and provincial politics, McKay sat on Bytown's first council (1828), represented Russell in the
Legislative Assembly (1834-41), and served on the Legislative Council (1841-55).",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"Ottawa","City of Ottawa (District)","City of Ottawa",NA,NA
"1118","Thomas Mercer Jones 1795-1868","In Harbour Park, West Street, Goderich","A powerful Canada Company land magnate, Jones was born in England and acquired business training there. By virtue of his London connections he obtained an appointment as a Company Commissioner and moved to York (Toronto) in 1829. He administered a large portion of this Company's lands, the one million acre Huron Tract, and by 1839 wielded unrivalled authority in the area. At the height of his influence he moved his headquarters to a newly constructed, lavishly furnished Goderich mansion, later known as Park House. A controversial figure, he was dismissed in 1852 for exceeding his authority. He remained in Goderich as the Bank of Montreal agent until 1857 when he moved to Toronto where he died.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Southwestern Ontario","County of Huron","Town of Goderich",43.7432,-81.7194
"1119","Thomas William Holmes,
V.C. 1898-1950","In Queen's Park, First Avenue West and Eighth Street, Owen Sound","Born in Montreal, Holmes moved with his family to Owen Sound in 1903. He enlisted in the 147th Infantry Battalion C.E.F. in 1915, but later transferred to the 4th Canadian Mounted Rifles. In October 1917, his unit took part in the violent opening assault on the German position at Passchendaele. During this action Sergeant Holmes, under heavy enemy fire, captured single- handed an important ""pill-box"" strongpoint which had been holding up the right flank of the Canadian advance. He was awarded the Victoria Cross for his valour in this battle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Southwestern Ontario","County of Grey","City of Owen Sound",44.564,-80.9447
"1120","Thomson Settlement, The","Near the Scarborough Historical Museum in Thomson Memorial Park, 1007 Brimley Road, just north of Lawrence Avenue East, Toronto","The first permanent resident in Scarborough Township was David Thomson, a Scot who came to Upper Canada with his brother Andrew in 1796. Each was granted 400 acres, and David built a log cabin on his property that year. He was soon joined by other settlers, including his brothers Andrew and Archibald. The Thomsons, who were stone masons, worked on the first Parliament Buildings at York (Toronto). A road connecting the settlement with York was opened by 1799, and a sawmill was built by each of the brothers. A Presbyterian church, the first in the township, was built in 1819 on David's
land and became the centre of the prospering ""Thomson Settlement"".",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"1121","Thousand Islands International Bridge","At the tourist information booth on Hill Island off Highway 401 at turnoff 661, about 15 km east of Gananaoque","This international bridge system links Canada and the United States across the St. Lawrence River and islands from Ivy Lea, Ontario, to Collins Landing, N.Y. It was opened on August 18, 1938, by William Lyon Mackenzie King, Prime minister of Canada, and Franklin Delano Roosevelt, President of the  United States. The crossing was financed and constructed by the Thousand Islands Bridge Authority, a public body created by New York State in 1933, which operated and maintains it. Five bridges of four different types - two-span continuous truss, steel arch, stone faced concrete rigid frame, and two suspension – with approaches and connecting viaducts and highways covering a distance of about eight miles.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Eastern Ontario","United Counties of Leeds and Grenville","Township of Leeds and the Thousand Islands",NA,NA
"1122","Timber Rafting on the Ottawa","In Robert Simpson Park, at the foot of John Street North, Arnprior","The rafting of square timber down the Ottawa River, begun in 1806, reached its peak during 1861-91 and ended in 1909. Pine ""sticks"" from .1 to .2 square metres and 12 to 15 metres long were floated down tributary rivers such as the Petawawa, Madawaska, Bonnechere and Mississippi to rafting points on the Ottawa. There ""cribs"" were made up, containing 20 to 40 pieces of timber, and as many as 200 cribs, were in turn assembled into a raft. These rafts could be taken apart for passage down rapids or the timber slides which by-passed them. Arriving at Quebec City as much as two months later,
they were dismantled and the timber loaded for shipment overseas.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Eastern Ontario","County of Renfrew","Town of Arnprior",45.44315067,-76.35193224
"1123","Timiskaming Mission, The","At the site of the former mission, Mission Point, at the foot of Old Mission Road, east off Highway 567 about 20 km south of North Cobalt","In 1836, a Catholic mission was established directly across the lake at Fort Timiskaming, a Hudson's Bay Company post where, by 1842, a chapel had been completed. The mission was moved to this site in 1836 and a presbytery was constructed by the Oblates who had commenced missionary work in the region in 1844. A second presbytery was built here in 1867.The Grey Sisters of Ottawa, who had arrived the previous year, then established the first hospital of the Timiskaming District in the old presbytery. In 1878, a frame church, known as St. Claude's, was completed. However, in 1887, the mission was moved to the growing agricultural settlement of Ville-Marie in Quebec.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Northern Ontario","District of Timiskaming","Town of Cobalt",NA,NA
"1124","Timmins","In Hollinger Park, on the southeast corner of Algonquin Blvd. East and Brunette Road, Timmins","Ojibway and Cree communities were among the early inhabitants of the region. They were drawn to the area's abundant natural resources, and participated in vast trading networks with other First Nations. Europeans arrived in the late 1600s and in the centuries that followed, local French, English and First Nations communities were largely reliant on the fur trade. In the early 1900s, the Ontario government promoted further settlement in the region, and infrastructure – such as the Temiskaming and Northern Ontario Railway – made the area more accessible. In 1909, a substantial gold discovery in the region initiated a gold rush and led to the creation of mines, including Hollinger, Dome and McIntyre. A fire destroyed the mining settlement Porcupine Camp in 1911 and soon after Timmins developed as a ""company town"" of Noah Timmins's Hollinger Mines. Settlers from diverse backgrounds – including French-Canadian, Finnish, Ukrainian, Italian and Chinese – were drawn to Timmins, making it a vibrant community and an important cultural and economic centre for the region.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Northern Ontario","District of Cochrane","City of Timmins",48.476698,-81.322423
"1125","Timothy Eaton 1834-
1907","In the roadside park, Highway 23, near the site of his former store, just north of Kirkton","Born at Clogher, County Antrim in Northern Ireland, Timothy Eaton emigrated to Canada about 1854. In 1856, he and his brother James opened a general store of log construction about a quarter mile from this site in the hamlet of Kirkton. From 1860 to 1868 the Eaton brothers operated a dry goods business in the nearby community of St. Mary's. In the latter year Timothy moved to Toronto. There, in December, 1869 he opened a store, from which grew the nation-wide business that bears the Eaton name. Endowed with exceptional business acumen, he pioneered many aspects of retail merchandising in this country.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Southwestern Ontario","County of Perth","Township of West Perth",43.32425,-81.31311
"1126","Todmorden Mills","On the grounds of Todmorden Mills Historic Site, 67 Pottery Road, Toronto","In 1794-95, Isaiah and Aaron Skinner built a sawmill and grist- mill near this site. A third share in the mill property was held, 1799-1805, by their brother-in-law, Parshall Terry, a member of the first Legislative Assembly of Upper Canada, who had moved to this area by 1798. Terry lived nearby until his death in 1808. Later, the mills were jointly owned by Colin Skinner and John Eastwood. By 1823, Thomas Helliwell had built a brewery and a distillery in the immediate vicinity and, within four years, Eastwood and Skinner had constructed the second paper mill in Upper Canada. A village called ""Todmorden"" after the English home of the Helliwells grew up to the north-east of the mills.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"1127","Tolpuddle Martyrs, The","In Siloam Cemetery, where the grave of George Loveless - one of the martyrs - is located, County Road 31, north of London","Within this cemetery lies George Loveless. He, with his brother James, John and Thomas Standfield, James Brine and James Hammett, were condemned to penal servitude in 1834 for organizing in Tolpuddle, Dorsetshire, England, a union of farm labourers. George Loveless was sent to Van Diemen's Land, the others to New South Wales. Public indignation brought about their pardon and return to England in 1837. The case of the ""Tolpuddle Martyrs"" became a turning point in labour laws and practices in the United Kingdom. In 1844, all except
Hammett migrated to this district. George Loveless died near here May 6, 1874.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Southwestern Ontario","County of Middlesex","City of London",NA,NA
"1128","Tom Longboat 1886-
1949","Near the Six Nations Council House, in Council House Park, Ohsweken","An Onondaga from the Six Nations of the Grand River, Tom Longboat was one of the world's great long-distance runners. He ran his first race in Caledonia in 1905 and two years later shot to international attention with a record-breaking win in the Boston Marathon. He represented Canada in the 1908 Olympics. Hailed as professional world champion the following year, Longboat went on to set world records for 15- and 20-mile races. During the First World War, he served as a despatch runner with the Canadian Expeditionary Forces (1916-1919).
Tom Longboat is a member of the Canadian Sports Hall of Fame.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"Southwestern Ontario","County of Brant (District)","Ohsweken",43.06928,-80.11905
"1129","Tom Patterson, 1920-
2005","On the western side of Queen's Park Drive West, southeast of the Stratford Shakespeare Festival building, Stratford.","A native of Stratford, Ontario, Tom Patterson grew up during the Great Depression and dreamed of plans that might revitalize his community. After serving in the Second World War and completing university, he worked as an associate editor for a trade publication in Toronto. During the early 1950s, Patterson began discussing plans to establish an internationally renowned Shakespearean festival in his hometown. Although considered  a risky venture by some, Patterson gained encouragement from Mayor David Simpson and the local council, and from British Shakespearean director Tyrone Guthrie. Through determination and perseverance, Patterson was able, in less than two years, to turn his dream into reality. The Stratford Shakespearean Festival opened in July 1953 with a production of Richard III, and created a new standard for North American theatre.
Remaining with the Festival until 1967, Patterson was also founding director of the Canadian Theatre Centre and founding president of the National Theatre School. He received numerous honours for his work, including Officer of the Order of Canada (1977).",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Southwestern Ontario","County of Perth","City of Stratford",43.374197,-80.967909
"1130","Tom Thomson 1877-
1917","In Leith Cemetery, where his grave is located, off County Road 20, Leith","One of Canada's most distinguished painters. Thomson was born at Claremont, Ontario County, but two months later moved with his parents to Leith where he lived until the age of twenty- one. After working in Toronto as a commercial artist until 1913, he supplemented his limited income from painting, and fulfilled his love for the Canadian wilderness by serving as a guide and fire ranger in Algonquin Park. An exponent of a distinctive style of Canadian landscape painting, Thomson influenced the work of the ""Group of Seven"". Among his better known paintings are ""West Wind"", ""Jack Pine"", ""Spring Ice"" and ""Northern River"".
His brief career ended tragically in July 1917 when he was drowned in Canoe Lake, Algonquin Park.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Southwestern Ontario","County of Grey","Municipality of Meaford",44.62155,-80.8772
"1131","Tommy Burns","At Hanover Heritage Square, 10th Street and 10th Avenue, Hanover","Noah Brusso was born near Hanover in 1881. He took up professional boxing under the name of Tommy Burns, and although standing only 5 feet 7 inches and rarely heavier than 170 pounds, was a leading heavyweight. In 1906 by defeating Marvin Hart, he became the first Canadian to win the heavyweight championship of the world. Defeated by Jack Johnson in Australia in 1908 he did not retire from boxing until 1920. Brusso's methods of training were used by later athletes, and he wrote a book on scientific boxing. He died in Vancouver
in 1955.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Southwestern Ontario","County of Grey","Town of Hanover",44.15335,-81.02565
"1132","Toronto General Hospital","At the entrance to the hospital's research centre, 101 College Street, Toronto","This institution, the first general infirmary in Upper Canada, began operation in 1829. It was periodically hampered by administrative and financial difficulties, but through the initiative of the influential businessman, Joseph Flavelle, Chairman of the Board of Trustees (1904-21), services were reorganized and steps taken for the construction here of a new hospital.
Designed by the firm of Darling & Pearson, it was begun in 1911 and officially opened two years later. Toronto General Hospital quickly moved to the forefront of Canadian medicine as an outstanding teaching and research centre. In association with the University of Toronto, Connaught Laboratories and other institutions, it achieved international recognition in the fields of radiology, heart surgery and the treatment of diabetes, arthritis and kidney and vascular disease.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"1133","Toronto Horticultural Society, The","In front of the greenhouse in Allan Gardens, Carlton and Jarvis streets, Toronto","Founded in 1834 under the patronage of Sir John Colborne, lieutenant-governor of Upper Canada (1828-36), this was the first horticultural society organized in this province. Established to encourage the introduction and cultivation of improved varieties of fruits, plants and vegetables, its first president was the Honourable George Markland, inspector-general of Upper Canada. An oval of five acres was donated to the Society by the Honourable George W. Allan and, on September 11, 1860, the Horticultural Gardens were opened by the Prince of Wales (Edward VII). Additional land was leased from the municipality of Toronto in 1864 and, in 1888, this park was turned over to  the city. It was named Allan Gardens in 1901.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"1134","Toronto Island","Near the ferry dock at Wards Island, Toronto Islands, Toronto","Toronto Island is part of a sand-bar which begins on the mainland near Woodbine Avenue and extends westward for about 5.5 miles before turning northward toward the main shore. The building of the bar began with the formation of Lake Ontario about 8000 years ago. Eroded from the Scarborough Bluffs, the sand was shifted westward by wave action during easterly storms. Eventually a long curving peninsula was formed, creating the large natural harbour on which Toronto was founded. The bar's westward growth was halted shortly after 1858 when a storm opened a large gap near eastern end of the peninsula. The island thus formed became one of Toronto's major recreational areas.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",43.63149,-79.3577
"1135","Toronto Normal School","Near the statue of Ryerson at the main entrance to Ryerson University, 40 Gould Street, Toronto","The Toronto Normal School, the first provincial institution for the systematic training of elementary schoolteachers, was established in 1847 through the initiative of the Reverend Egerton Ryerson, Chief Superintendent of Schools for Canada West. In 1852, the School was located in classical revival-style buildings designed for this site by F.W. Cumberland and Thomas Ridout. At first, the Normal School had to provide academic instruction for some poorly educated student- teachers but, increasingly, emphasis was placed on  professional training. As a result, the Toronto Normal School contributed significantly to the gradual improvement of teaching standards throughout Ontario, and it became a leading centre for teacher-training. In 1941, the Normal School was moved to a different site and renamed Toronto Teachers' College in 1953.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"1136","Toronto, Grey and Bruce Railway, The","At the railway station, 1198 First Avenue East, Owen Sound","This pioneer railway was chartered in 1868 and the first sod was turned at Weston on October 5, 1869, by Prince Arthur, third son of Queen Victoria. Constructed under direction of chief engineer Edmund Wragge, the main line from Toronto to Owen Sound was completed in 1873 and a branch line from a point near Orangeville to Teeswater was finished about a year later. Freight and passenger service was begun on the section from Toronto to Orangeville in September 1871, and from Orangeville to Owen Sound in August 1873. The original choice of narrow-gauge track proved ill-advised and standard gauge track was laid, 1881-83. The line was leased to the Ontario and Quebec Railway in 1883 and absorbed by the C.P.R. the following year.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Southwestern Ontario","County of Grey","City of Owen Sound",44.57261,-80.94266
"1137","Toronto, Grey and Bruce Railway, The","At the railway station, Mill Street, Orangeville","This pioneer railway received its charter in 1868, and the first sod was turned at Weston on October 5, 1869, by Prince Arthur, third son of Queen Victoria. The main line from Toronto to Owen Sound via Orangeville was completed in 1873 under the direction of chief engineer Edward Wragge, and a branch line to Teeswater was added the following year. The first train went into operation on the southern section in April, 1871. The original choice of narrow-gauge track proved ill-advised, and standard gauge was adopted 1881-83. The line was leased to the Ontario and Quebec Railway in 1883 and absorbed by the CPR in 1884.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Greater Toronto Area","County of Dufferin","Town of Orangeville",43.91388,-80.09086
"1138","Toronto, Simcoe and Muskoka Junction Railway Company, The","At the railway station, Brock and Second Streets, Gravenhurst","This company was incorporated by the Government of Ontario in 1869 to build a line to Lake Muskoka from the Northern Railway of Canada, which extended from Toronto to Barrie and Collingwood. Pressure for its construction came from settlers and lumbermen in the Muskoka region and from Toronto businessmen anxious to develop the City's hinterland. Work was begun at Barrie in 1870 but was hampered by the rugged terrain and continual financial difficulties, which forced a reorganization of the Company in 1871 and its absorption by the Northern Railway in 1875. That year the line was finally completed to Gravenhurst and Muskoka Wharf to connect with steamboat service on Lake Muskoka. The line encouraged settlement, lumbering and the development of the Muskoka tourist industry.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Central Ontario","District Municipality of Muskoka","Town of Gravenhurst",44.92025,-79.3708
"1139","Toronto-Dominion Centre","In front of the TD Tower, 55 King Street West, Toronto.","Designed by Modernist architect Ludwig Mies van der Rohe in association with John B. Parkin Associates and Bregman and Hamann Architects, the Toronto-Dominion Centre is located in the heart of Toronto's financial district. The Centre was commissioned by Allen Lambert, chairman of TD Bank, in partnership with Fairview Corporation. The complex is arranged around a granite-paved pedestrian plaza and originally consisted of three buildings: the 56-storey Toronto-Dominion Bank Tower (1967), the one-storey Banking Pavilion (1968),  and the 46-storey Royal Trust Tower (1969). An underground shopping concourse is located beneath the granite plinth. The buildings are steel structures, clad with bronze-coloured glass and black-painted steel, with steel I-beam mullions attached to the exterior. A leading example of the International style in Canada, the Toronto-Dominion Centre altered the Toronto cityscape and influenced many buildings throughout the country.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"1140","Toronto's Radial Railways","Near a relaid section of the Guelph electric railway line, at the Halton County Radial Railway Museum, Regional Road 1 or Guelph Line, about
13.5 km north of Exit 312 off Highway 401 - just south of Rockwood","Electric railway service on routes radiating from Toronto began in 1889. Within 20 years, the Toronto and York Radial Railway Company operated lines north on Yonge Street to Sutton, with a branch to Schomberg; from the east end of Toronto to West  Hill; and from Sunnyside to Port Credit. In 1917, the Toronto Suburban Railway Company completed its line from west Toronto to Guelph; it also had a route to Woodbridge. These companies operated about 115 miles of trackage. Because they failed to reach downtown Toronto, the radials fell easy prey to through inter-urban highway bus service after 1925. Most services were discontinued in the 1930's. The last, from Toronto to Richmond Hill, was abandoned in 1948.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Greater Toronto Area","Regional Municipality of Halton","Town of Milton",43.57946,-80.11368
"1141","Toronto-Sydenham Road, The","Near the northern terminus of the route, in Memorial Park, Highway 6/10, Chatsworth","The northern terminus of this early ""colonization road"" was located near here at its junction with the ""Garafraxa Road"". In 1848 the government ordered Charles Rankin, P.L.S., to survey a road from Melancthon Township through the present counties of Grey and Dufferin which would attract settlers and provide a more direct connection between Sydenham (Owen Sound) and Toronto. Free grants of 50 acre lots were given to persons fulfilling the required settlement duties, and by 1851 some 400 families had taken up land. In 1852 almost 40 miles of the road had been opened although portions were still impassable for wagons. Most of this old settlement road is still in use as Highway 10.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Southwestern Ontario","County of Grey","Township of Chatsworth",44.45813,-80.9003
"1142","Town of Niagara, The","On the boulevard at the intersection of King and Queen, Niagara-on-the- Lake","Known at various times as Butlersburg, West Niagara and Newark, its first permanent settlers, including Butler's Rangers and other Loyalists, arrived about 1780. The first five sessions of Upper Canada's legislature met here under Lieutenant- Governor Simcoe between September 17, 1792 and June 3, 1796. The town was captured by American forces May 27, 1813, which burnt it during their withdrawal December 13, 1813. It was the administrative and judicial centre of the Niagara District and Lincoln County until 1866.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Niagara Falls and Region","Regional Municipality of Niagara","Town of Niagara-on-the- Lake",NA,NA
